created_at,mint,symbol,refusal_reason,token_peak,token_label,inflow,trigger_mult,signature
2026-07-28 09:46:03.020878+00,EGmELyr6cNRdMf23gKiJjVezxYA4jXHjCsikLxLMyBXd,CLARITY,pool 1522 below the 2500 depth floor (smart-money floor) — no exit at size,1.297,rug,1.138,1.297,MOON_STEADY
2026-07-28 09:50:19.698275+00,7wd1jAwyACa6g2VoBuQjzwDuBxZ97A2JFi5opJhH9rk6,bruhby,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",9.585,winner,1.187,1.387,BASE
2026-07-28 09:53:23.32216+00,DiZwH99TREPCUtRb1Jxke3iuxDsGAXMutRpcyrtfWC8L,DOGE-1,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",10.920,winner,1.304,1.701,BASE
2026-07-28 09:59:33.72018+00,BMUo8ytFMyWyfjojsxNuCrNDeFkzoYzQfijC99VTjvwm,Dogeball,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",13.722,winner,1.121,1.256,BASE
2026-07-28 10:03:56.261792+00,HNDFkPM2LgAMX6tK38ViwHWzmzuiQb6Kjqt4EHcMpump,Garly,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.453,dud,1.125,1.235,RUG_RISK
2026-07-28 10:20:29.09696+00,7ea3H2jH7D9T8cfvkAscB5hSHTgf1Jz9xhdnkeqxGG3E,Norma,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",2.746,winner,1.187,1.406,RISER
2026-07-28 10:32:46.776942+00,3FNuDQsmXufYDbtM5tWuczV4aLWTD5rzZuqrfuBY4RVf,HORMUZ,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",4.660,winner,1.381,1.906,RISER
2026-07-28 10:34:22.441469+00,148Zim5MWvLFaa8MqDMs7ACMRMZ8uS3QUyVuHavmQP4t,Norma,pool 2154 below the 2500 depth floor (smart-money floor) — no exit at size,2.155,winner,1.275,1.580,MOON_STEADY
2026-07-28 10:44:14.70527+00,HkD21jGk293NzhKDiFgrvCWeCbf8iQngDS14Fgo9Nw2g,Charlie,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",1.438,rug,1.099,1.208,RISER
2026-07-28 10:45:07.987832+00,FHoVwKVcziWFkkBi5fLD4oEKHXxrANuXG1g4PNermeAh,Porky,pool 2259 below the 8000 depth floor — no exit at size,6.534,winner,1.413,1.997,MOON_FAST
2026-07-28 11:10:38.599355+00,V9gtXa3LFvoyob1GmTtL5yKseNxY6jZpfqafDxGpump,IBKR,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.895,dud,1.105,1.207,RUG_RISK
2026-07-28 11:12:00.835675+00,BBFfwo3D5WfMC65ip5RwjxaVqme1o2tdoq6HgCzapump,Cozy,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.875,winner,1.401,1.838,RUG_RISK
2026-07-28 11:27:25.28748+00,4uQ7RLhv5mzvBk6EWTtigednQ6gLWFxK7B2cAGMNxs5t,Dogue,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",1.678,dud,1.139,1.298,RUG_RISK
2026-07-28 11:41:24.22547+00,6rM92HpX36rVnwkssy5BxcM9H7JuLb9pdGgwtwDAtKQa,Cozy,pool 2061 below the 8000 depth floor — no exit at size,5.656,winner,1.197,1.442,MOON_STEADY
2026-07-28 11:47:22.80289+00,FraXXm5jchvnUqj4tfoGSBbduNECLmdmjLN7qRMbpump,Bongo,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.185,winner,1.145,1.287,RUG_RISK
2026-07-28 11:49:44.872719+00,2jtHvbbxLW5hPE1qur5NbrasRNzdLS4k6BYQDZKXuM4b,COCORO,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",1.907,rug,1.112,1.236,RUG_RISK
2026-07-28 11:52:32.109592+00,DHKKPngwpM8aHngpEeGx76qfU3mA1jkCVAL6CEMpump,COCORO,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.743,dud,1.103,1.202,RUG_RISK
2026-07-28 12:02:56.933145+00,5XWkL2NJZ2kQe6iocqHRXxLmh6CApLbzswZ6kuSFffhA,Atsuko,"trigger 1.83× declined — 1.66-1.95×@strong (extension closed 2026-07-27, rug-fill scoreboard), >2.05×, or unmeasured inflow",12.667,winner,1.362,1.831,RUG_RISK
2026-07-28 12:06:35.373777+00,3aqXuwp6HuVXs9vdD9Gpg4dzJaUx443RjK7GXzphpump,FRANK,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),3.144,winner,1.181,1.343,RUG_RISK
2026-07-28 12:19:12.083435+00,6NYJhGJ3QSDJFvsexrgeXW5DYXVtCGgxUtwfnzXbef5Z,PEEPS,sizer $1.48 below fee-viable floor $2.50 — probe-class stays paper (sizer-responsive; mandate tickets are PRECISION-only),3.832,winner,1.430,2.029,RUG_RISK
2026-07-28 12:25:11.127689+00,21rs4yaMVpHxkpHdG8SkQyhRpx8NfF1B1oJYU8THhrWS,FRANK,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",15.857,winner,1.315,1.738,RISER
2026-07-28 12:28:27.650596+00,3LdQLw8ZBMcjjRL628MntdgS8KcsEunJWiRncXH6pump,BULLCULT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.516,dud,1.131,1.256,RUG_RISK
2026-07-28 13:18:38.923534+00,6Bp3n3CgJQFGRaSm3txttpeekQjkExVAJHvshCpafWPP,Haru,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),3.085,winner,1.120,1.256,RUG_RISK
2026-07-28 13:20:12.838945+00,9pgjKSa1JJhjkULLPaLwboK4GFzqXSuDuZ6AdVrG1rBh,Malayslai,sizer $1.55 below fee-viable floor $2.50 — probe-class stays paper (sizer-responsive; mandate tickets are PRECISION-only),9.941,winner,1.505,1.510,RUG_RISK
2026-07-28 13:20:37.582218+00,Ck7qgqtj9vwFU89m3M2BJob8ssTR8gzQLgNXp6uc85Rj,Smugs,inflow 1.12× below the 1.15× band (71% vs 45% win),1.929,rug,1.119,1.252,MOON_STEADY
2026-07-28 13:24:09.808063+00,HJVBLyc2L8TK1XZGzWHrUeVgRAzDQ78hNZiydjNmSqp8,HUNTER,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",9.072,winner,1.188,1.409,BASE
2026-07-28 13:24:10.299387+00,6WwFjcqbgisJvak2F984bZXzYtsSTB3QfYGBALXKzVw8,Google AI,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.794,dud,1.289,1.648,RUG_RISK
2026-07-28 13:32:49.719216+00,x7K87UPwSJsXxrcL57srth2zkhaqAyb1VPMA7fYtjeP,Bear On Pole,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.856,dud,1.413,1.724,RUG_RISK
2026-07-28 13:32:54.382922+00,A2YiZt5nZ6BdEvSDvcqP9MhFSvn3QbuSzCVZ9WJA2gsY,Smugs,"no sell route at entry (strand-class damm-v2 ticket/RECOVERED) — one-way pool, would strand",2.723,winner,1.191,1.418,RUG_RISK
2026-07-28 13:34:23.533589+00,AVGjRygVUCF995x3FHyrULiHqsW3aWxk14mvkabrq1DT,Smugs,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",5.467,winner,1.134,1.292,RUG_RISK
2026-07-28 13:57:05.470261+00,21Dbzdjsr3ykwrpUxxiLdWJFjGgGasDtMQdr8z9Jpump,SATO,inflow 1.13× below the 1.15× band (71% vs 45% win),1.310,rug,1.126,1.249,BASE
2026-07-28 14:00:50.685365+00,8kFboZiKNQ4jC8fyNAiCjm9YGV5qs99Ns7fCchdYpump,BCAT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.828,winner,1.189,1.382,RUG_RISK
2026-07-28 14:06:26.006803+00,doKisYd4tAnVJug1Dw161cFnPgDMxy3brYiwc3ypump,PNFT,sizer $1.54 below fee-viable floor $2.50 — probe-class stays paper (sizer-responsive; mandate tickets are PRECISION-only),2.757,winner,1.314,1.624,RUG_RISK
2026-07-28 14:11:07.708421+00,8PD26Q6VEg2kGv79R7mu8vQ4TBiwdQAtn9FKqhJYQ52H,Smugs,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.208,winner,1.098,1.205,RUG_RISK
2026-07-28 14:12:45.063526+00,EWod8vjv6QiPdjM9AT3nKU84amq8hGn36VxM49Q1KVDF,USEFUL,sizer $1.54 below fee-viable floor $2.50 — probe-class stays paper (sizer-responsive; mandate tickets are PRECISION-only),4.365,winner,1.507,1.513,RUG_RISK
2026-07-28 14:14:31.287316+00,BUHATM3cn5Ly4ENxJ22hPJLuCLp86WHjfF7PS7Cx6vhi,$CRABSOL,pool 1869 below the 8000 depth floor — no exit at size,1.647,rug,1.173,1.329,MOON_STEADY
2026-07-28 14:15:56.916965+00,B5PJv8jfJ9mvmZJP7jAGqyDPiHFF2na2XdnG9gZuNQSC,FRANK,pool 2401 below the 8000 depth floor — no exit at size,62.297,winner,1.442,2.048,MOON_STEADY
2026-07-28 14:19:06.833696+00,pVydeNSVUJf417oUd2hWMpQfT16eUGyiDhRiz1Uzs44,Anthropic,"trigger 1.83× declined — 1.66-1.95×@strong (extension closed 2026-07-27, rug-fill scoreboard), >2.05×, or unmeasured inflow",2.251,winner,1.374,1.830,RUG_RISK
2026-07-28 14:43:23.124538+00,4HdH3677CfdWDuNGQRwgU1HBSFBHmRfP8R7M7x2yq636,Bungalu,"no sell route at entry (strand-class damm-v2 ticket/RECOVERED) — one-way pool, would strand",2.975,winner,1.128,1.269,BASE
2026-07-28 14:43:40.307946+00,3q51XLofejQTAFK9TeS6rBELPWrhkmVkf3VuCiv2o17d,USWR,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.642,dud,1.102,1.209,RUG_RISK
2026-07-28 14:48:28.501002+00,9rfQb9etXTnJPYLheEkiYHw9zVVtgC51Y6wYZzwUwP2k,FLAP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.321,dud,1.105,1.205,RUG_RISK
2026-07-28 14:50:36.592182+00,BYnKH4Ai9CuPPb8fARgb6wYvWdVq6HyyW3BkDseQHaC4,BIDEN,"no sell route at entry (strand-class damm-v2 ticket/RECOVERED) — one-way pool, would strand",4.044,winner,1.147,1.318,RUG_RISK
2026-07-28 14:58:15.391086+00,hSzJBEMcsa5GLCpg6qKGSXGV4VNjhCpsakSFfsuvhXA,MarsCoin,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",3.131,winner,1.198,1.434,MOON_FAST
2026-07-28 15:02:30.30759+00,73f1zY3PEWEHfHk7WJNXUeuZRRbZbpbV7jDNv1k3ntSu,SPX7777,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",1.950,rug,1.158,1.411,BASE
2026-07-28 15:09:14.3837+00,Boy8pfRTszArnxEaYiKyreNJq6YHxRKz6uGz7vSXCkjY,Diary,pool 1833 below the 2500 depth floor (smart-money floor) — no exit at size,1.558,rug,1.135,1.297,MOON_STEADY
2026-07-28 15:13:31.21113+00,EvDS14VQSoPzSYQD7YqnCJ2gFhKqfLukX7A1mA8WE1cN,MarsCoin,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",3.823,winner,1.107,1.252,RUG_RISK
2026-07-28 15:13:57.976857+00,J2PS44UNpoh7VKWCgrMp3LjYJhUf3FRVY1YTN6biVMVN,ZAZU,pool 2118 below the 8000 depth floor — no exit at size,1.493,rug,1.251,1.493,MOON_FAST
2026-07-28 15:14:30.73244+00,AapSeJqVU8fgBKfHj62EVUinGJtv2sUrGJmRUjEsFjgD,MarsCoin,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",2.983,winner,1.351,1.831,BASE
2026-07-28 15:15:22.951908+00,EzdXWFnVHQLSMDBPKD7jbdWoPhxV6X7hUNhcbdNgpump,OnlyMarms,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),6.034,winner,1.374,1.763,RUG_RISK
2026-07-28 15:20:42.903521+00,EU6bp8sSA5r7pYo4pdKk6nJjB1wVuKDrJJcZbnUJpump,TYLER,inflow 1.12× below the 1.15× band (71% vs 45% win),1.491,rug,1.120,1.221,MOON_SLOW
2026-07-28 15:24:38.485286+00,D3qAnMUL2G7yuGhhv5wrLHfBtPLSWCuKDQvJKiErpump,SILICOO,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.232,rug,1.118,1.220,RUG_RISK
2026-07-28 15:27:02.684314+00,14g7HZK5WVJcwg2jqkBaWpDmz6bS3QBuRfnth67Ypump,febu,inflow 1.15× below the 1.15× band (71% vs 45% win),1.388,rug,1.146,1.279,BASE
2026-07-28 15:29:26.419986+00,az6R9WfqxyWzbtTuuoDGdp56ANN9C4ww2XMGGNPgnjo,BASED⁠,"inflow 1.11× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",3.229,winner,1.106,1.213,BASE
2026-07-28 15:31:50.793973+00,8YZXmp2ttL9mKcdse7b4pWZtLDyFViE6enMzSBdD4gMp,ZAZU,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",2.291,winner,1.142,1.313,RUG_RISK
2026-07-28 15:34:32.30918+00,2CV7yUeDpo4771Wg2taZRSDWAk8u2AYTfaxoaoREuPBS,DGN,"no sell route at entry (strand-class damm-v2 ticket/RECOVERED) — one-way pool, would strand",4.877,winner,1.119,1.251,BASE
2026-07-28 15:35:51.767551+00,G2WT8kpxP9XW4SuixzDJ2aqHR1sDvtSroXh2HoFn3ZRS,TikTok,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),5.057,winner,1.114,1.243,RUG_RISK
2026-07-28 15:42:15.205693+00,AGQxpxqUR36jNJCP6CRErGxwpe96FXcneFLxq1pUu1tk,MarsCoin,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",3.167,winner,1.217,1.503,BASE
2026-07-28 15:51:03.795209+00,trdpPbSf884cVrjuBfnQc4Gu7g4smbQ4U7sdmctuqjC,BREAD,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",1.994,rug,1.222,1.497,RISER
2026-07-28 15:53:18.101088+00,F7JCAEWPDrh6EdUsjK2NKkxaCEAsfYrK53XFi3ofuPHj,MarsCoin,"RECOVERED tier on meteora-damm-v2 — paper-only until proven (16/21 unsellables, −$34.58/4d, instant-pull farm profile; reopens on ~30 clean fills + operator wor",2.909,winner,1.362,1.864,BASE
2026-07-28 15:58:59.896756+00,7hqrVX59NefqXS4eTkhPViE6Qe5RF9r9FshnBag4AHuD,Google AI,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.695,dud,1.206,1.443,RUG_RISK
2026-07-28 16:08:34.519207+00,6HE4FHwRfY1eiHpFEn2fbe5zKF4pNxrqbFHPriXsDspd,MarsCoin,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.369,dud,1.108,1.207,RUG_RISK
2026-07-28 16:20:41.211159+00,3twiF2neMVnS9as6UdFctjXVztBvsJeZcqQoKvpopump,CC,MOON_STEADY — regime gate: 8h paper -35.9% on 10 — benched,1.568,rug,1.185,1.352,MOON_STEADY
2026-07-28 16:24:29.141703+00,BrgcyC3c9jpWnZFvFTAwkhT5eCaB5VatsfUyw16RDw9B,PSYOP,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),1.928,rug,1.123,1.249,BASE
2026-07-28 16:32:25.868121+00,2t3s1FXgzn3HckNN2aHXRDbUXB3nG3jcz7GG8k5PeiLM,NROL-95,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),4.756,winner,1.255,1.576,RISER
2026-07-28 16:37:57.006434+00,AHKiKncHqsHiJu8vxhE1HMSuM1JFoYVRLXGcUYEzkXeV,Ferret,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),1.680,rug,1.290,1.661,RISER
2026-07-28 16:41:55.332399+00,EFPhMPUbQxU4pQKBP9Vg8q45sTfe7UiGBBGjCkdXe922,Sloshlings,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.940,rug,1.147,1.316,RUG_RISK
2026-07-28 16:44:30.417049+00,GP31kx8uQ9bxiCavwnXtVGr47QsxieeUUzoUTqHa8ArW,Anthropic,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.516,rug,1.116,1.222,RUG_RISK
2026-07-28 16:48:17.909836+00,MUa6HHjaaQFzoWk7ACpuEwExEnZmsJ1xQBLPPUhd3NK,Grok,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.300,rug,1.102,1.217,RUG_RISK
2026-07-28 16:49:01.463986+00,8eXpQjcuKf32TACeW6w1LQAzKFxkHeaKzp5dbh1tV57n,OUYI,sizer $1.32 below fee-viable floor $2.50 — probe-class stays paper (sizer-responsive; mandate tickets are PRECISION-only),1.385,rug,1.314,1.317,RUG_RISK
2026-07-28 16:57:21.574371+00,5a3QpoNT91Sa6r6AVSXXJFbQV2pT5odqregTKSen7KUN,Grok,inflow 1.13× below the 1.15× band (71% vs 45% win),1.372,dud,1.131,1.275,BASE
2026-07-28 17:10:04.796918+00,FkpiPuFeBrU4JRw59hBs76jaqGgStzpzLSaYBnj3onXX,grok.me,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),2.791,winner,1.113,1.234,BASE
2026-07-28 17:19:30.983588+00,Dayb9tpAHhZFHg1R3sfkuhcmRTXMWhan2q4uscjrCwiA,SUL,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),12.588,winner,1.194,1.427,RISER
2026-07-28 17:25:08.960339+00,9F3qhTdpv1qbwYMJs2cQw43B1pfZtK5rREYcw8Jkohss,DIP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.287,rug,1.100,1.211,RUG_RISK
2026-07-28 17:39:28.005024+00,4Mq34Q36iQwrXo9UDQpBFWRDC893FToRDPMdAJSc52tL,LARVA,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),7.884,winner,1.334,1.780,RISER
2026-07-28 17:40:15.718797+00,9ni2rtKBeJ1UryJhJLY4myGYRiD6cJebfdSYu935UaSx,LARVA,pool 2231 below the 8000 depth floor — no exit at size,3.815,winner,1.395,1.941,MOON_FAST
2026-07-28 17:40:19.720158+00,C1AjRjB2uxoQxgjogV5dGUzopQVrFMiM4xS6JHVu3i2P,LARVA,pool 1963 below the 8000 depth floor — no exit at size,1.486,rug,1.224,1.486,MOON_STEADY
2026-07-28 17:40:23.484471+00,FT2AvptdJ49xeEG7Gnan1gnv717FrJVnQSUL73bXE5Yz,Anthropic,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),2.562,winner,1.194,1.399,RUG_RISK
2026-07-28 17:48:25.270505+00,4tzmsD8EpQVPqHDdzSXWNHJnBLL3fNUFbLv3nufjpump,MIDTERMS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.344,winner,1.131,1.229,RUG_RISK
2026-07-28 17:50:28.712845+00,5xuv3sMp9mDiA35ECJaPQ1nRacbuMwMyMzWJspsCpump,Dark Arena,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),3.733,winner,1.127,1.239,RUG_RISK
2026-07-28 17:55:15.414342+00,B1YCbgUhJ2SFLQT6jDfFkfgjdh7cx4yyiurxFFYRX22G,LARVA,dbc ticket: venue rug tide 259/421 (62% ≥ 50%) — moon door waits out the tide,49.327,winner,1.400,1.962,MOON_STEADY
2026-07-28 17:56:02.402437+00,5oQtymgLGBtMKSqcsRawxxdEt6xj5yj2aHxeAimu9skJ,MELLO,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),4.143,winner,1.444,1.448,RUG_RISK
2026-07-28 17:56:03.123322+00,9Nn4uUhaDwPX7RFyrR6dDgwABoeBawZsMUDf8qpwNdyc,bFUND,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),2.401,winner,1.430,1.982,BASE
2026-07-28 17:59:10.91641+00,T1CDNFWdycdqxYwnqd9rRaiTpwM1C7ugcq9QrtY9fWE,THEHOOD,"trigger 1.70× declined — 1.66-1.95×@strong (extension closed 2026-07-27, rug-fill scoreboard), >2.05×, or unmeasured inflow",3.426,winner,1.304,1.699,BASE
2026-07-28 17:59:57.930965+00,C9ySpBerAvwsPwfkC5dZX6idoo23JqTv3tCibyhdqjEx,RYDER,pool 2407 below the 8000 depth floor — no exit at size,1.369,rug,1.170,1.369,MOON_STEADY
2026-07-28 18:02:23.704744+00,6Q1qy8ZaogWW5JGN2FPLAQkEfbTeRozjnydoupErwPeD,Abundan,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),1.599,rug,1.255,1.599,RUG_RISK
2026-07-28 18:03:24.259212+00,Ck2gpComdmXZAYq8FLLHs37V6ovBrZt6d6jZBRnWQJju,Abundance,inflow 1.11× below the 1.15× band (71% vs 45% win),4.032,winner,1.107,1.225,MOON_FAST
2026-07-28 18:04:50.646585+00,z55tTEqDQ5qHzR437A8AyDiUfRsEvBDjKNLKyqn8yQP,SANCHEZ,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.800,dud,1.458,1.776,RUG_RISK
2026-07-28 18:11:50.771473+00,61WujFyLAFPsdCjPu1Y6CBYKRZirELpdKJ2SmjpatWeX,Ferret,MOON_STEADY — regime gate: 8h paper -43.8% on 11 — benched,25.323,winner,1.220,1.487,MOON_STEADY
2026-07-28 18:12:37.089759+00,BR69yFeV6Bp2hfDroGRkhaBcwniDuFoGAdx72XNE3RPT,RYDER,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),7.394,winner,1.114,1.240,BASE
2026-07-28 18:17:21.530582+00,AwytfQTsHL7ZKEo4k1UZf7iKMJsnH3e8ig94cioGVUQv,FRANK,MOON_STEADY — regime gate: 8h paper -42.7% on 12 — benched,1.715,rug,1.281,1.653,MOON_STEADY
2026-07-28 18:18:10.870691+00,6c3ntWddJMTNNmNWcXw7qL3Uyto9BA7BHzw8ZZZjpump,JEWDUCK,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),1.797,rug,1.211,1.409,BASE
2026-07-28 18:20:02.872272+00,F9WnSMVqsraFU4TFpzTbJfkCePBQZ7UAQuE5zAAtLJ7a,HOOD,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),2.635,winner,1.308,1.664,RUG_RISK
2026-07-28 18:22:22.771452+00,HV8DyCKKWWFovbC6GqoSKqdxiHeqmPBi7PQ9WmXskiEz,Ryder,pool 2146 below the 2500 depth floor (smart-money floor) — no exit at size,4.777,winner,1.367,1.869,RUG_RISK
2026-07-28 18:25:24.653773+00,BKsYVf2qcWa2Vcv3cHU2Q3gvnEo4wWfZ8yndoG9L42n9,FRANK,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),6.459,winner,1.394,1.941,RUG_RISK
2026-07-28 18:25:37.953902+00,EfwWk23oBMHQM7natmfZzGWK1pRBYx2EJ8Nq1qZ9g3TD,Sloshlings,"no sell route at entry (strand-class damm-v2 ticket/RECOVERED) — one-way pool, would strand",1.483,rug,1.131,1.279,RUG_RISK
2026-07-28 18:25:44.558021+00,2MKKAMv7t424dDeEkrZwEzbEaSJAUoygLvrS7BTVZ5VU,Facebook,pool 2263 below the 2500 depth floor (smart-money floor) — no exit at size,51.795,winner,1.398,1.955,MOON_STEADY
2026-07-28 18:26:22.218317+00,CXQi5xCSY9qXbQSYb4798BAJDR63bivr7QgmHK8uEAG,FRANK,MOON_STEADY — regime gate: 8h paper -43.9% on 13 — benched,68.354,winner,1.385,1.919,MOON_STEADY
2026-07-28 18:30:57.346902+00,8cFah27aKixzZBBBuLiE1zitnrWvX33EAAiLV4PnX8BX,MWA,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),3.232,winner,1.234,1.510,BASE
2026-07-28 18:34:02.515565+00,DMs4bEUJu2zvgUawhDiD2Zx1BuKRc5zYfiB9BsCNpump,TRCH1,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),1.568,rug,1.220,1.407,MOON_STEADY
2026-07-28 18:39:38.053917+00,7p1GzmjbzygUurQGd2igF7g2VJHVqJfcf3EHgbo3qFti,Deaton,RECOVERED tier — paper-only on ALL venues until proven (4 of last 5 live full losses; drain-farm profile; reopens on ~30 clean fills + operator word),3.947,winner,1.105,1.215,BASE
2026-07-28 18:41:36.802491+00,CArFdrkxiAEppzM4nXwFquWFvxwKUkoa9SB5TQ4rXh8F,Deaton,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.697,dud,1.178,1.390,RUG_RISK
